0.000000000000000000e+00,7.999999999999991840e-02
1.000000000000000021e-02,2.384251183325569456e-01
2.000000000000000042e-02,3.921764133087756177e-01
2.999999999999999889e-02,5.383056274072314240e-01
4.000000000000000083e-02,6.741097704912352162e-01
5.000000000000000278e-02,7.972171119782455184e-01
5.999999999999999778e-02,9.056615741745110970e-01
7.000000000000000666e-02,9.979429293449811889e-01
8.000000000000000167e-02,1.073070705310835704e+00
8.999999999999999667e-02,1.130590280665852099e+00
1.000000000000000056e-01,1.170590280665852134e+00
1.100000000000000006e-01,1.193691046159778058e+00
1.199999999999999956e-01,1.201014617173595367e+00
1.300000000000000044e-01,1.194137326225827245e+00
1.400000000000000133e-01,1.175026711002213453e+00
1.499999999999999944e-01,1.145965009881998675e+00
1.600000000000000033e-01,1.109461977375160391e+00
1.700000000000000122e-01,1.068160133029036007e+00
1.799999999999999933e-01,1.024735823463951201e+00
1.900000000000000022e-01,9.817996234814438949e-01
2.000000000000000111e-01,9.417996234814440815e-01
2.099999999999999922e-01,9.069310459803373581e-01
2.200000000000000011e-01,8.790554075488754560e-01
2.300000000000000100e-01,8.596321020192455586e-01
2.399999999999999911e-01,8.496648384147327260e-01
2.500000000000000000e-01,8.496648384147325039e-01
2.600000000000000089e-01,8.596321020192454476e-01
2.700000000000000178e-01,8.790554075488753449e-01
2.800000000000000266e-01,9.069310459803371360e-01
2.899999999999999800e-01,9.417996234814440815e-01
2.999999999999999889e-01,9.817996234814438949e-01
3.099999999999999978e-01,1.024735823463951201e+00
3.200000000000000067e-01,1.068160133029035785e+00
3.300000000000000155e-01,1.109461977375160613e+00
3.400000000000000244e-01,1.145965009881998897e+00
3.499999999999999778e-01,1.175026711002213231e+00
3.599999999999999867e-01,1.194137326225827467e+00
3.699999999999999956e-01,1.201014617173595367e+00
3.800000000000000044e-01,1.193691046159777613e+00
3.900000000000000133e-01,1.170590280665851912e+00
4.000000000000000222e-01,1.130590280665851877e+00
4.099999999999999756e-01,1.073070705310834816e+00
4.199999999999999845e-01,9.979429293449807448e-01
4.299999999999999933e-01,9.056615741745105419e-01
4.400000000000000022e-01,7.972171119782445192e-01
4.500000000000000111e-01,6.741097704912347721e-01
4.600000000000000200e-01,5.383056274072310909e-01
4.699999999999999734e-01,3.921764133087746740e-01
4.799999999999999822e-01,2.384251183325569456e-01
4.899999999999999911e-01,7.999999999999984901e-02
5.000000000000000000e-01,-8.000000000000043188e-02
5.100000000000000089e-01,-2.384251183325568624e-01
5.200000000000000178e-01,-3.921764133087755066e-01
5.300000000000000266e-01,-5.383056274072320901e-01
5.400000000000000355e-01,-6.741097704912352162e-01
5.500000000000000444e-01,-7.972171119782454074e-01
5.600000000000000533e-01,-9.056615741745116521e-01
5.699999999999999512e-01,-9.979429293449809668e-01
5.799999999999999600e-01,-1.073070705310835260e+00
5.899999999999999689e-01,-1.130590280665852321e+00
